idx,m1,m2,M_total,q,G,r0,v_perp,alpha,omega,dt,n_steps,E0,L0,mu,epsilon,h,e,p,a,r_min,r_max,T_orb,T_norm,r_ratio,orbit_class,orbit_name,dE_max,dE_slope,dL_max,MEGNO,residual_max,residual_mean,e_inst_std,traj_r_mean,traj_r_std,traj_r_min_num,traj_r_max_num,traj_vr_max,traj_vt_mean
271,61.04216163,856.3458236,917.3879852,0.071282139,1,6.223082138,17.16962019,1.41412217,6.199607642,0.017084824,3000,-1.085642064,6088.24698,56.98047175,-0.01905288,106.8479567,0.99974151,12.44455567,24074.78576,6.223082138,48143.34843,774902.373,1511872.665,0.000129262,1,elliptical,1.158423169,0.00033891,1.25E-14,2.351315752,12.22366208,6.209721988,1.53E-05,127.1432576,57.47774986,6.226538512,215.3197108,8.586116082,1.404601307
272,3.624660163,885.5801126,889.2047728,0.004092978,1,6.465985339,10.84079376,0.924437485,2.639462885,0.011844537,3000,-284.3108488,253.0399905,3.609884982,-78.75897715,70.09641352,0.145415336,5.525731912,5.645101073,4.824216806,6.465985339,2.826093714,5.125489855,0.746091516,1,elliptical,0.000115814,-7.57E-08,2.70E-15,2.496768447,0.088656617,0.055144614,0.000132812,5.700329278,0.578677092,4.825864918,6.465985339,1.843214425,12.42757685
273,9.840263427,10.04152541,19.88178884,0.979957031,1,3.113530157,2.61325767,1.034144065,4.076372944,0.041070561,3000,-14.76594396,40.4376836,4.969937869,-2.971052023,8.136456565,0.069453946,3.329777113,3.345917319,3.113530157,3.57830448,8.624321685,6.999597394,0.870113255,1,elliptical,6.44E-05,-1.56E-08,2.28E-15,1.990237952,0.134569034,0.084792368,0.000160826,3.352469589,0.164553506,3.113530187,3.580073329,0.170391746,2.432886851
274,33.71009376,667.3071902,701.0172839,0.050516605,1,8.249762926,11.81413731,1.281617372,0.937351872,0.029831603,3000,-487.3466665,3127.523068,32.08906323,-15.1873136,97.46383201,0.642543088,13.55059107,23.07904157,8.249762926,37.90832021,26.3112911,29.3997962,0.21762407,1,elliptical,0.000616146,-1.74E-08,3.05E-15,1.124166892,2.193466538,1.374828932,4.48E-05,27.57880965,9.331342227,8.249913854,37.93703249,4.623569239,4.267457727
275,0.237785354,81.51350472,81.75129008,0.002917128,1,2.077811948,4.488772165,0.715621492,5.368308231,0.002229649,3000,-6.939817578,2.211331508,0.237093721,-29.27035586,9.326824436,0.487885881,1.064076836,1.396486098,0.715160248,2.077811948,1.146799476,3.461987014,0.344189112,1,elliptical,0.000356896,-7.22E-07,2.41E-15,0.859970978,1.776902052,1.153662195,6.34E-05,1.549564554,0.451683638,0.715298729,2.077811946,4.276379204,6.73754109
276,1.048991498,996.1459644,997.1949559,0.00105305,1,1.620038233,14.98061752,0.603812795,4.235773566,0.00022911,3000,-527.4318673,25.43137577,1.047888019,-503.3284641,24.26917314,0.635410109,0.590649563,0.990600599,0.361162965,1.620038233,0.196172312,3.00427616,0.22293484,1,elliptical,0.000576526,-9.47E-06,4.33E-15,6.398748547,2.356235762,1.549572389,4.60E-05,1.189497942,0.398419926,0.361224456,1.620037889,26.10875421,24.55238033
277,12.8202973,220.5256202,233.3459175,0.058135183,1,2.986181858,9.674518591,1.094428481,4.381153877,0.011260379,3000,-379.7587565,350.0278156,12.11593519,-31.34374281,28.8898719,0.197773699,3.576770089,3.722368431,2.986181858,4.458555005,2.953988494,8.744490777,0.669764499,1,elliptical,0.000147125,-3.48E-08,2.92E-15,1.501524173,0.408736765,0.259725553,0.000116315,3.792796053,0.515195726,2.986182453,4.460540379,1.599667147,7.765898403
278,41.01433648,92.72867168,133.7430082,0.442304799,1,7.371741654,7.515085289,1.764344645,2.964353467,0.057689711,3000,287.0849735,1575.370331,28.43666367,10.09559268,55.39926726,2.112912026,22.94758325,,7.371741654,,,,,3,hyperbolic,0.000491613,1.44E-08,5.80E-14,2.003057233,,,1.61E-05,408.2997305,229.1618185,7.380390963,802.8041795,5.101805617,0.337119206
279,0.080039973,14.77153182,14.85157179,0.005418529,1,1.034080387,5.359438309,1.414197996,6.199153469,0.009095446,3000,-2.52E-05,0.441198092,0.079608611,-0.000316169,5.542090044,0.999955972,2.068115246,,1.034080387,46972.5629,,,2.20E-05,2,parabolic,6.80219649,0.003737032,9.94E-15,2.291978423,,,1.53E-05,21.13931583,9.559177064,1.034654851,35.80749637,2.680414456,0.438308596
280,1.362374487,424.9735069,426.3358814,0.003205787,1,2.338695082,10.79667058,0.799651413,2.628113907,0.00186033,3000,-168.4114825,34.29019276,1.358020961,-124.0124323,25.25012038,0.360557617,1.495460756,1.718923956,1.09915283,2.338695082,0.685786485,3.959172836,0.469985522,1,elliptical,0.000247023,6.33E-07,4.35E-15,1.106972117,0.325191379,0.201434008,8.09E-05,1.838621437,0.424369567,1.09939432,2.3386949,6.087465192,14.62582632
281,244.4562466,578.519082,822.9753287,0.4225552,1,1.584197821,20.68779595,0.907664859,4.880078879,0.001358267,3000,-52497.6791,5631.909238,171.8430656,-305.4978036,32.77356126,0.176144504,1.305150082,1.346941482,1.109685143,1.584197821,0.342380918,4.925936888,0.700471323,1,elliptical,0.000134228,-4.58E-07,5.17E-15,1.226865025,0.330792266,0.210043019,0.000122488,1.366273763,0.165960063,1.110034093,1.584197547,4.420813507,24.35769217
282,1.097709858,107.4841188,108.5818286,0.010212763,1,1.600644483,13.87397027,1.684494607,0.074198689,0.006478023,3000,30.8676276,24.13072413,1.086612541,28.4072072,22.20729397,1.83752208,4.541864063,,1.600644483,,,,,3,hyperbolic,0.00058004,1.88E-07,5.40E-14,1.92343453,,,1.57E-05,78.37467976,43.58365715,1.602277908,153.2127632,8.986196856,0.676915541
283,133.0884667,539.950372,673.0388387,0.246482776,1,18.26967002,12.4896864,2.057769957,0.633103309,0.1,3000,4394.382255,24363.31482,106.7712039,41.15699827,228.1824492,3.234417196,77.36140491,,18.26967002,,,,,3,hyperbolic,0.000354267,2.94E-09,1.25E-13,2.042410258,,,1.82E-05,1389.870267,791.8091087,18.30225329,2757.859605,9.541471536,0.445814914
284,1.333620341,31.3478019,32.68142224,0.042542707,1,2.61168875,3.542670034,1.001476906,1.78106658,0.024609931,3000,-7.979987624,11.83560544,1.279199722,-6.238265599,9.252351474,0.002955993,2.619408885,2.619431773,2.61168875,2.627174796,4.659507671,6.311148185,0.994105438,1,elliptical,3.56E-06,1.19E-09,4.65E-15,1.860967616,0.005104387,0.003076117,0.00019382,2.620242264,0.005972898,2.611688766,2.6286254,0.011422415,3.531123698
285,0.579534856,22.68189055,23.2614254,0.025550553,1,7.02629336,4.411841535,2.424738355,0.805391719,0.1,3000,3.628792904,17.51736065,0.565096332,6.421547444,30.99889288,4.879356091,41.31008066,,7.02629336,,,,,3,hyperbolic,0.000180978,9.93E-10,1.06E-13,2.076768964,,,1.50E-05,544.3725019,311.6654014,7.03777956,1083.393207,3.66171958,0.157944912
286,22.92440749,79.74697239,102.6713799,0.287464299,1,7.091703661,8.341145094,2.192180277,4.461067482,0.062126933,3000,361.6312204,1053.268704,17.80585878,20.30967587,59.1529292,3.805654367,34.08027667,,7.091703661,,,,,3,hyperbolic,0.000329364,3.19E-09,7.34E-15,2.006795834,,,1.94E-05,603.4012679,344.8119716,7.106682588,1199.499007,6.606332419,0.2735209
287,36.467933,526.1321529,562.6000859,0.069313257,1,2.301276803,16.22447893,1.037660513,0.625237526,0.004906052,3000,-3848.854258,1273.344201,34.10406892,-112.85616,37.337017,0.076739341,2.477875268,2.492553733,2.301276803,2.683830664,1.042429674,7.082610728,0.857459762,1,elliptical,7.00E-05,-1.24E-07,6.79E-15,2.258966725,0.051693146,0.032246689,0.000158411,2.499117008,0.135932248,2.301276824,2.68514294,1.160500438,14.9846436
288,0.0461369,30.33380251,30.37993941,0.001520973,1,5.17748939,3.218721206,1.328769095,1.007434151,0.071246596,3000,-0.031676199,0.767698937,0.046066833,-0.687613985,16.66489489,0.765627307,9.141516646,22.09083881,5.17748939,39.00418823,118.3599374,55.37571569,0.132741883,1,elliptical,0.001055992,8.29E-08,6.22E-15,2.867374493,4.739361454,3.260880109,2.82E-05,29.78085093,9.630313683,5.177612447,39.04922473,1.396242503,0.705818483
289,3.704441172,436.6084915,440.3129327,0.008484583,1,5.178527815,6.133359609,0.665151944,3.537500936,0.002833985,3000,-243.2354951,116.6697268,3.673274964,-66.21761166,31.76177334,0.557572891,2.291121088,3.324741875,1.470955935,5.178527815,1.815248337,3.232267522,0.284049056,1,elliptical,0.000442511,-1.25E-06,5.24E-15,1.934486085,0.659681948,0.419823217,5.56E-05,3.786280977,1.218851628,1.471226877,5.178527731,7.729696442,9.732474752
290,12.21501505,14.09822014,26.3132352,0.866422494,1,1.341543616,6.264111719,1.414408212,5.210150091,0.01009715,3000,0.035338896,54.99818257,6.544614146,0.005399691,8.403579087,1.000550591,2.683825875,,1.341543616,,,,,2,parabolic,0.544179629,0.000269089,2.33E-15,2.07676071,,,1.53E-05,27.46818222,12.43081406,1.342289328,46.55522911,3.133800285,0.511865462
291,4.545555142,26.33673468,30.88228982,0.172593725,1,1.287989075,6.925844123,1.414405887,4.865810759,0.008767833,3000,0.02528228,34.57994172,3.87649622,0.006521941,8.920411567,1.000544013,2.576678834,,1.287989075,,,,,2,parabolic,0.550757069,0.000313634,3.70E-15,1.740400239,,,1.53E-05,26.37118811,11.93426278,1.288705014,44.69566751,3.464839372,0.565943493
292,0.028791602,16.62452109,16.6533127,0.001731876,1,9.481140702,1.874761664,1.414575206,1.840570584,0.1,3000,2.58E-05,0.510882463,0.028741825,0.000898445,17.77487912,1.001023014,18.97198074,,9.481140702,,,,,2,parabolic,0.051506304,6.60E-06,6.74E-15,1.86851728,,,4.22E-06,105.4659842,48.3851642,9.482067945,180.3554403,0.937908607,0.267533338
293,36.96779543,297.3396447,334.3074401,0.124328511,1,2.303959451,12.62145166,1.047788682,4.454429786,0.006375555,3000,-2152.013259,956.1245466,32.87988791,-65.45074802,29.07931284,0.097861122,2.529427508,2.553885557,2.303959451,2.803811662,1.402519782,7.332798807,0.821724042,1,elliptical,8.52E-05,9.96E-08,3.57E-15,1.858197137,0.174157101,0.110339297,0.000149032,2.569040308,0.177155593,2.303959487,2.805149823,1.128237711,11.37380572
294,0.226022027,44.68214032,44.90816235,0.005058442,1,3.248106201,2.178627185,0.585916039,4.66421363,0.002746634,3000,-2.575544253,1.591375207,0.224884461,-11.45274439,7.076412469,0.656702395,1.115067079,1.960585203,0.673064204,3.248106201,2.57392452,2.946545272,0.207217425,1,elliptical,0.000623692,8.18E-07,3.07E-15,0.111706764,3.178597064,2.166676385,4.15E-05,2.42967252,0.801250918,0.673185025,3.248106061,4.167620189,3.525077442
295,0.112467379,42.37978734,42.49225472,0.002653798,1,2.22478826,5.082107006,1.162875603,5.401530638,0.016969025,3000,-0.693831795,1.268259314,0.112169703,-6.18555434,11.306612,0.352279667,3.008535928,3.434797625,2.22478826,4.64480699,6.135877933,12.05309482,0.478984006,1,elliptical,0.000241652,-9.65E-08,2.10E-15,1.491378409,0.514614343,0.323111933,8.35E-05,3.629445105,0.828925999,2.22478885,4.64696026,1.324967469,3.309075105
296,0.592252501,379.4325688,380.0248213,0.00156089,1,2.13953759,18.85335939,1.414629547,1.445780757,0.005351218,3000,0.061798529,23.85273665,0.591329501,0.104507773,40.33747109,1.001176756,4.281592894,,2.13953759,,,,,2,parabolic,0.254734272,0.000237476,4.92E-15,1.716947395,,,1.53E-05,43.88012479,19.87437244,2.14072762,74.41725579,9.434881249,1.539226216
297,17.20386431,241.1394131,258.3432774,0.071344058,1,1.015045685,18.56302152,1.163570978,1.158053897,0.002120843,3000,-1320.322723,302.573787,16.05820668,-82.22105675,18.8423149,0.353897421,1.374267735,1.571028685,1.015045685,2.127011685,0.769763755,12.09839213,0.477216788,1,elliptical,0.000242798,-9.04E-07,2.07E-15,1.688703448,0.651603355,0.415496398,8.33E-05,1.660261757,0.381328119,1.015046949,2.127998989,4.856004192,12.06361299
298,116.0613387,589.5422279,705.6035666,0.196866879,1,3.819971285,16.25781007,1.196221795,4.709341494,0.009368898,3000,-5096.422629,6022.320585,96.97096705,-52.55616999,62.10436761,0.430946583,5.466174858,6.712851856,3.819971285,9.605732428,4.113960137,14.63694077,0.397676212,1,elliptical,0.000305143,3.32E-07,5.44E-15,-0.328029028,1.168588432,0.74604705,6.89E-05,7.400015393,1.93100506,3.819978958,9.610557024,4.899376753,9.154336715
299,70.00076154,122.7747107,192.7754723,0.570156192,1,2.106362889,6.303388481,0.658892832,5.570407657,0.001071439,3000,-3194.489682,591.9256732,44.58203706,-71.65418838,13.27722357,0.565860236,0.914455888,1.345179372,0.583995856,2.106362889,0.706031827,3.20664125,0.277253202,1,elliptical,0.000454442,-5.17E-06,2.69E-15,4.518138438,2.518167669,1.688087698,5.53E-05,1.549775762,0.500094906,0.584112494,2.106362856,8.21595394,9.996209769
300,23.99908992,343.8556108,367.8547007,0.069794091,1,4.412712614,12.91169468,1.414157935,3.878906228,0.01611013,3000,-0.147116205,1278.154843,22.43337303,-0.006557917,56.97559796,0.999842665,8.824730953,28046.61017,4.412712614,56088.80763,1538729.502,3183772.077,7.87E-05,1,elliptical,1.903346102,0.000590455,5.51E-15,2.505357474,33.57291642,19.42662068,1.53E-05,90.18012676,40.77325532,4.415163735,152.7372573,6.457156323,1.056120585
301,0.173000103,26.81318038,26.98618049,0.006452055,1,5.994167201,3.000684411,1.414210437,2.776546334,0.094167559,3000,-3.42E-06,3.091736307,0.171891053,-1.99E-05,17.98660408,0.999991161,11.98828142,,5.994167201,1356348.755,,,4.42E-06,2,parabolic,33.88484226,0.001797981,3.48E-14,2.344329441,,,1.53E-05,122.548015,55.41866278,5.997497264,207.5890682,1.500757918,0.245391458
302,7.615062269,575.3179683,582.9330305,0.013236267,1,3.804526783,19.96513652,1.612921663,2.574227785,0.010245199,3000,346.3364089,570.8679518,7.515583992,46.08243475,75.95789661,1.601516291,9.897538404,,3.804526783,,,,,3,hyperbolic,0.000720256,1.81E-07,1.19E-14,1.949885519,,,1.54E-05,162.6431536,89.23647978,3.807910871,315.2419876,12.29319058,1.064937918
303,6.296716812,284.2754626,290.5721795,0.022150054,1,1.049907378,23.5323225,1.414533607,6.057076731,0.002103673,3000,0.771750086,152.2002217,6.160266575,0.125278683,24.70675901,1.000905324,2.100765262,,1.049907378,,,,,2,parabolic,0.331041295,0.000785322,1.20E-14,1.874931995,,,1.53E-05,21.51720572,9.742208769,1.050491188,36.48178252,11.77480169,1.921959462
304,80.6807087,199.2939399,279.9746486,0.404832725,1,15.12806693,8.940077142,2.078134397,2.120510364,0.1,3000,1232.208414,7767.29487,57.43082951,21.45552178,135.2460854,3.318642571,65.33271386,,15.12806693,,,,,3,hyperbolic,0.000255983,2.53E-09,6.96E-14,1.910211267,,,1.46E-05,1004.897091,572.0357607,15.14835392,1993.050867,6.870669124,0.357638726
305,1.039372179,164.0106619,165.0500341,0.006337223,1,1.944314597,12.20579087,1.324772742,0.71570039,0.007034298,3000,-10.73920842,24.51094255,1.032826924,-10.39787807,23.73189735,0.755022818,3.412316484,7.936717136,1.944314597,13.92911968,10.93536825,51.81928506,0.139586323,1,elliptical,0.001000686,1.04E-06,3.19E-15,3.900296886,3.507827759,2.338422299,2.83E-05,10.46353044,3.398346799,1.944350427,13.94449827,5.252969011,2.816072938
306,2.930143835,329.657384,332.5875279,0.008888452,1,1.849478225,13.42254271,1.000936269,2.850141941,0.004597266,3000,-260.6502541,72.0990937,2.904328848,-89.74543442,24.82470047,0.001873415,1.852943065,1.852949568,1.849478225,1.856420912,0.869005025,6.300883266,0.996260176,1,elliptical,2.37E-06,3.69E-09,1.97E-15,2.010903687,0.00426616,0.002539545,0.000194232,1.85349695,0.002810297,1.849478229,1.857448137,0.028820482,13.39347094
307,204.1710307,484.7576354,688.928666,0.421181671,1,15.55318604,7.973479674,1.198037596,5.342356126,0.077896988,3000,-1796.766977,17816.06473,143.6628651,-12.50682962,124.0130127,0.435294081,22.32339586,27.54209848,15.55318604,39.53101092,34.60097053,14.80629365,0.393442659,1,elliptical,0.000309177,3.11E-08,2.86E-15,1.862522441,0.807915179,0.507663882,6.86E-05,30.42588852,8.03785478,15.55319906,39.55097666,2.419723627,4.457696671
308,0.022123827,12.42150347,12.44362729,0.001781091,1,3.219296423,2.780315647,1.414168274,1.619095746,0.054581655,3000,-5.47E-06,0.197670792,0.022084493,-0.000247561,8.950660216,0.999871907,6.438180477,25132.49243,3.219296423,50261.76557,7096753.353,4334028.456,6.41E-05,1,elliptical,2.337906172,0.000214058,5.48E-15,1.560509426,14507.89853,37.27581359,1.53E-05,65.79609066,29.74962025,3.221084692,111.4414767,1.390460037,0.227408352
309,3.097379556,803.0371966,806.1345762,0.003857081,1,17.70847695,14.24064603,2.11065146,4.780491423,0.087487657,3000,172.4025839,778.0964662,3.085478615,55.87547522,252.1801521,3.454849585,78.8886012,,17.70847695,,,,,3,hyperbolic,0.000344606,2.87E-09,1.36E-13,1.914470831,,,1.87E-05,1413.449857,806.3476718,17.74243608,2806.956367,11.04551511,0.490181342
310,2.198843833,222.7262551,224.9250989,0.009872405,1,6.934592835,6.448441775,1.132260367,1.173021175,0.0405874,3000,-25.35310138,97.36517079,2.17734817,-11.64402723,44.71731813,0.28201354,8.890241907,9.658389425,6.934592835,12.38218601,12.57528905,10.32774453,0.560045926,1,elliptical,0.000196248,3.66E-08,2.19E-15,1.835249793,0.458849944,0.29190851,9.56E-05,10.08365726,1.890869355,6.934599775,12.38770806,1.419897684,4.611207558
311,3.876940491,28.51023128,32.38717177,0.135984182,1,7.145941768,2.288754758,1.075084212,2.835594733,0.1,3000,-6.528939363,55.81816866,3.412847248,-1.913047637,16.35530822,0.155806064,8.259322826,8.464810585,7.145941768,9.783679402,27.19062703,8.100587655,0.730394106,1,elliptical,9.78E-05,-4.19E-09,5.22E-15,2.337867033,0.365491557,0.233754223,0.000103158,8.565560162,0.929860657,7.145943164,9.787226687,0.308968582,1.932754345
312,1.431139259,220.724128,222.1552673,0.006483837,1,2.264476351,3.576065309,0.361044746,1.019006584,0.000140296,3000,-130.4047664,11.51458584,1.421919763,-91.71035509,8.097915322,0.869646692,0.295181984,1.211178754,0.157881158,2.264476351,0.561906333,2.457766103,0.069720824,1,elliptical,0.001943582,-6.15E-05,8.48E-15,0.159465001,13.05987001,8.355790192,2.26E-05,1.512893654,0.598845693,0.157918292,2.26447598,23.85802353,7.651509697
313,0.300608534,80.67570908,80.97631761,0.003726134,1,1.782824501,6.689430748,0.992577548,3.403843834,0.008435131,3000,-6.902105685,3.571772828,0.299492584,-23.04599864,11.92608104,0.014789811,1.756456864,1.756841153,1.730857804,1.782824501,1.6259216,6.146327838,0.970851479,1,elliptical,1.54E-05,-8.13E-09,2.36E-15,2.070885774,0.004156965,0.002370301,0.000188179,1.757371358,0.018084212,1.731764812,1.782824495,0.098694856,6.7870369
314,96.51530358,142.1525987,238.6679023,0.678955604,1,3.59148375,0.736421974,0.090337212,5.661811664,3.85E-06,3000,-3804.533001,152.0399132,57.48532202,-66.18268573,2.644847552,0.991839188,0.029309423,1.803099252,0.014714754,3.59148375,0.984718983,2.235107725,0.004097124,1,elliptical,1.34E-14,1.20E-12,3.74E-15,0.007468799,242.9710275,242.9436776,7.69E-17,3.591075198,0.000365363,3.59025865,3.59148375,0.212089091,0.736505763
315,44.62356932,232.5410272,277.1645965,0.191895468,1,12.49810185,10.63376311,2.258084207,0.356996002,0.088465912,3000,1286.481677,4975.734255,37.4391635,34.36192362,132.9018544,4.098944286,63.72712502,,12.49810185,,,,,3,hyperbolic,0.000319343,1.86E-09,2.50E-13,1.974210264,,,2.00E-05,1115.536879,638.1775492,12.52653201,2219.032685,8.549396787,0.33613824
316,0.456640525,56.17738935,56.63402988,0.008128547,1,1.679226625,5.756751373,0.991273272,6.258151558,0.009148736,3000,-7.77103277,4.378701332,0.45295863,-17.1561645,9.66689018,0.017377301,1.650046199,1.650544615,1.621862605,1.679226625,1.770443361,6.122894874,0.965839024,1,elliptical,1.81E-05,-1.03E-09,5.88E-15,2.075055446,0.035366048,0.022354229,0.000186385,1.651195489,0.019983247,1.622704076,1.679226622,0.100339834,5.855337375
317,34.50773339,416.3256105,450.8333439,0.082886406,1,9.044024022,7.659419694,1.084847534,4.471850551,0.042698566,3000,-653.7527601,2207.451176,31.86643882,-20.51540066,69.27197571,0.176894172,10.64385916,10.9876807,9.044024022,12.93133738,10.77781934,8.413880766,0.699388142,1,elliptical,0.000134993,3.27E-08,7.00E-15,2.491329055,0.344315396,0.218028674,0.000121012,11.18161483,1.359148951,9.044027833,12.93714056,1.153055853,6.291294841
318,0.59009656,9.447950645,10.03804721,0.062457625,1,2.886560763,1.853102783,0.993722775,0.77777874,0.049695686,3000,-0.977803269,2.970924927,0.555407149,-1.760516176,5.349093784,0.012515046,2.850435322,2.850881845,2.815202927,2.886560763,9.546058225,6.167052418,0.975279288,1,elliptical,1.31E-05,-1.92E-09,2.24E-15,2.057780702,0.023592549,0.014826053,0.000189569,2.851591023,0.024762578,2.816691212,2.886560718,0.023002053,1.875969292
319,0.074729802,46.00380117,46.07853097,0.001624427,1,1.185893758,8.815606713,1.414248693,5.755562705,0.006341589,3000,0.000144028,0.77998619,0.074608606,0.001930452,10.45437297,1.000099366,2.371905353,,1.185893758,,,,,2,parabolic,3.014322989,0.002374701,1.07E-14,2.167352865,,,1.53E-05,24.25205974,10.96883248,1.186552653,41.08595946,4.409263331,0.720816892
320,404.2975541,517.1304239,921.4279781,0.781809647,1,1.532814199,31.59154628,1.288501544,4.492001876,0.002083926,3000,-23171.74604,10987.53335,226.9027754,-102.1219154,48.42397072,0.660236229,2.544833667,4.511411552,1.532814199,7.490008904,1.983434403,31.72592308,0.204647847,1,elliptical,0.000659749,-1.94E-06,4.30E-15,2.502314254,3.471977035,2.259416467,4.45E-05,5.380472441,1.907364187,1.532814788,7.495971073,12.56855324,11.08089852
321,0.057077847,15.51627057,15.57334842,0.00367858,1,1.25808272,4.977134067,1.414630241,3.795887162,0.011919322,3000,0.000414883,0.35609138,0.056868651,0.007295469,6.261646366,1.001178719,2.517648367,,1.25808272,,,,,2,parabolic,0.254310417,0.000106438,6.86E-15,2.451641785,,,1.53E-05,25.80235777,11.68654337,1.258782479,43.75886255,2.490734619,0.406342125
322,26.364851,194.4199004,220.7847514,0.13560778,1,19.09741881,2.938125778,0.864118259,4.260072235,0.086098065,3000,-168.1962398,1302.692816,23.21651144,-7.244681883,56.1106185,0.253299634,14.26004961,15.23771195,11.37800509,19.09741881,25.15214163,4.47813827,0.595787588,1,elliptical,0.000178891,2.19E-08,2.44E-15,2.035506329,0.376350303,0.240842501,0.000101631,15.78546139,2.677085185,11.38100852,19.09741758,0.996470899,3.667756637
323,0.055207756,53.56846805,53.6236758,0.001030602,1,4.570112383,5.804970251,1.694670026,5.887438886,0.044472421,3000,0.282112517,1.463118883,0.055150917,5.11528244,26.52936642,1.871906495,13.12493544,,4.570112383,,,,,3,hyperbolic,0.000565947,2.60E-08,1.79E-14,2.001692959,,,1.57E-05,227.6329515,126.767011,4.574863298,445.3960595,3.784365388,0.279992165
324,0.318358832,95.84870272,96.16706155,0.003321473,1,1.188666153,9.035465955,1.004540218,0.506078826,0.004405096,3000,-12.71869691,3.407903166,0.317304912,-40.08351719,10.74015256,0.00910105,1.199484263,1.199583623,1.188666153,1.210501093,0.841806912,6.369946957,0.981962065,1,elliptical,1.01E-05,2.22E-08,6.91E-15,2.02228215,0.004943481,0.002910128,0.000191163,1.20007672,0.007963312,1.188666171,1.211161548,0.083977701,8.949949131
325,1.435087523,533.3126324,534.7477199,0.002690894,1,2.371980449,8.553499515,0.569672056,1.225406286,0.000448889,3000,-270.3066849,29.03797039,1.431236219,-188.8623844,20.28873362,0.675473748,0.769769924,1.415707319,0.45943419,2.371980449,0.457683877,2.897166314,0.193692233,1,elliptical,0.00067054,-1.57E-06,8.07E-15,0.530561786,3.821072763,2.551519764,4.11E-05,1.726426284,0.593284076,0.459508386,2.37198025,17.80368609,14.44329986
326,20.27293343,230.8256949,251.0986283,0.087827889,1,3.19793259,13.44819047,1.51766645,3.487232223,0.012029859,3000,221.9168387,801.4742282,18.63615894,11.9078636,43.00640657,1.303311455,7.365834766,,3.19793259,,,,,3,hyperbolic,0.001209701,3.49E-07,3.79E-14,2.128166028,,,1.52E-05,106.8864081,56.53970842,3.200247747,202.2863515,7.611377888,0.835606842
327,7.822196003,12.52982009,20.3520161,0.624286378,1,9.789137345,1.833974077,1.271925531,5.797740729,0.1,3000,-1.913356874,86.45770563,4.815773935,-0.39731036,17.95302412,0.617794556,15.8368131,25.61223941,9.789137345,41.43534147,180.5292087,26.59099355,0.236250915,1,elliptical,0.000109691,1.42E-08,3.12E-15,1.808187767,1.097918227,0.687561651,8.73E-06,31.47006406,10.00374435,9.789254942,41.44107994,0.70041006,0.67574581
328,12.55834872,706.025243,718.5835917,0.017787393,1,1.010892194,3.72027697,0.139536893,0.393145916,1.23E-06,3000,-8685.588193,46.40401811,12.33887234,-703.9207437,3.760798948,0.980529456,0.019682621,0.510415127,0.00993806,1.010892194,0.085472523,2.254280268,0.009830979,1,elliptical,2.46E-12,6.62E-10,5.82E-15,1.444705309,100.6800102,100.5204285,1.43E-14,1.0093203,0.001406239,1.006175961,1.010892193,2.556125089,3.726078089
329,5.692359323,44.82082903,50.51318835,0.127002544,1,10.68212888,1.635885005,0.752279604,3.708419373,0.040592235,3000,-17.12601688,88.26285985,5.050884181,-3.39069681,17.47473446,0.434075397,6.045279548,7.448791677,4.215454474,10.68212888,17.97240597,3.658658639,0.394626813,1,elliptical,0.000304882,-5.14E-08,6.12E-15,1.643038803,0.505791207,0.322361666,7.09E-05,8.084137097,2.178158442,4.216308533,10.68212888,1.254728748,2.366448348
330,0.055989819,51.1833869,51.23937672,0.001093906,1,2.317683942,8.054437629,1.713012017,2.077224544,0.016430779,3000,0.577685459,1.044055735,0.055928639,10.32897408,18.66764075,1.93441017,6.80103533,,2.317683942,,,,,3,hyperbolic,0.000542964,6.42E-08,1.13E-13,1.912138356,,,1.58E-05,118.922128,66.38395003,2.320173713,233.0342067,5.310588733,0.380768014
331,67.268017,353.2071061,420.4751231,0.190449218,1,8.034041211,9.282391043,1.28308886,0.873394667,0.037017721,3000,-522.9837122,4213.972204,56.50641456,-9.255298117,74.57511217,0.646317024,13.22657881,22.71537436,8.034041211,37.39670751,33.17336774,29.87161021,0.214832849,1,elliptical,0.00062508,-3.19E-08,3.67E-15,1.287359447,2.122023595,1.332481323,4.47E-05,27.06345568,9.235592519,8.034047901,37.42530846,3.645656817,3.337325169
332,1.983099535,22.54564799,24.52874752,0.087959305,1,4.256603014,1.288331919,0.536687715,2.760517853,0.00407904,3000,-8.991026988,9.995920111,1.822769956,-4.932617502,5.483917527,0.711966297,1.22604513,2.486382485,0.716161955,4.256603014,4.973866087,2.805027043,0.168247298,1,elliptical,0.00077891,1.59E-06,2.49E-15,4.997451885,1.530181156,0.950447463,3.33E-05,3.152080238,1.052139623,0.716275587,4.256602453,3.184578751,2.139289465
333,0.049121907,15.79483374,15.84395565,0.003109998,1,1.487464915,4.615614171,1.414233285,5.994839121,0.015192073,3000,1.45E-05,0.336204011,0.048969612,0.000297095,6.865564139,1.000055784,2.975012806,,1.487464915,,,,,2,parabolic,5.369119655,0.001765749,8.59E-15,2.31060663,,,1.53E-05,30.41578784,13.75580072,1.48829133,51.52584342,2.30852116,0.377423533
