idx,m1,m2,M_total,q,G,r0,v_perp,alpha,omega,dt,n_steps,E0,L0,mu,epsilon,h,e,p,a,r_min,r_max,T_orb,T_norm,r_ratio,orbit_class,orbit_name,dE_max,dE_slope,dL_max,MEGNO,residual_max,residual_mean,e_inst_std,traj_r_mean,traj_r_std,traj_r_min_num,traj_r_max_num,traj_vr_max,traj_vt_mean
1102,7.357381605,31.29556611,38.65294772,0.235093418,1,2.207447314,0.294306199,0.07033205,0.122836095,2.17E-06,3000,-104.0495669,3.870020202,5.956943417,-17.46693893,0.649665429,0.995053403,0.010919353,1.106460264,0.005473213,2.207447314,1.176230107,2.229708454,0.002479431,1,elliptical,1.09E-15,1.90E-13,1.38E-15,0.001641749,402.3145734,402.304346,1.12E-16,2.207391485,4.99E-05,2.207279907,2.207447314,0.051409391,0.294313643
1103,391.7967394,391.8589371,783.6556765,0.999841275,1,9.810348526,11.70689129,1.309848786,0.67938929,0.036588344,3000,-2224.575404,22500.45559,195.9139179,-11.35486151,114.8486837,0.715703842,16.83165266,34.50749602,9.810348526,59.20464352,45.49748562,41.4498901,0.165702349,1,elliptical,0.000831643,-1.54E-09,2.75E-15,0.97159581,2.602464832,1.609703635,3.69E-05,42.81674737,15.04829253,9.810351619,59.26088546,4.885449019,3.37529553
1104,1.437443427,44.74628926,46.18373269,0.032124305,1,7.260537166,3.292020223,1.305276008,0.151113595,0.095959364,3000,-1.312242371,33.28817635,1.392703786,-0.942226469,23.90183518,0.703745457,12.37010722,24.50776654,7.260537166,41.75499592,112.1736767,38.96568731,0.173884274,1,elliptical,0.000789145,1.97E-08,7.47E-15,1.209963402,0.593395325,0.362146019,3.71E-05,30.88327112,10.5930022,7.260772343,41.79307174,1.360341395,0.964142677
1105,0.499581697,23.29350263,23.79308433,0.021447255,1,4.929895025,2.969824082,1.351836563,4.621693538,0.074801427,3000,-0.203637697,7.16075754,0.489092015,-0.416358661,14.64092097,0.827462093,9.009196278,28.57282261,4.929895025,52.2157502,196.7361707,87.67041824,0.094413946,1,elliptical,0.001513898,-7.42E-08,3.60E-15,1.986417088,8.924534564,5.814945478,2.77E-05,36.09646403,14.44654958,4.930045979,52.2980478,1.345182248,0.57004541
1106,9.335756788,165.6637564,174.9995131,0.056353647,1,6.092057316,3.78230669,0.705700315,3.425458437,0.007233824,3000,-190.6554614,203.6389808,8.837719089,-21.57292616,23.04202914,0.501987066,3.033923338,4.055998519,2.019939723,6.092057316,3.8797892,3.413348086,0.331569389,1,elliptical,0.000372318,-6.16E-07,4.33E-15,3.224000472,0.361133839,0.225608054,6.27E-05,4.530165068,1.364054099,2.020326686,6.092057314,3.812490405,5.750184937
1107,9.023952344,261.7915993,270.8155517,0.034469984,1,13.56439358,0.306043236,0.068492998,4.225045039,1.15E-05,3000,-173.7529631,36.21279673,8.723261651,-19.91834821,4.151290902,0.995308709,0.063634515,6.79814282,0.031892065,13.56439358,6.767503588,2.22928052,0.00235116,1,elliptical,1.80E-15,-8.84E-15,3.53E-15,-1.40E-05,421.5849902,421.578008,2.45E-16,13.56410097,0.000261663,13.5635162,13.56439358,0.050703329,0.306049838
1108,0.147506827,12.98426394,13.13177077,0.01136043,1,3.992205506,0.482738352,0.266168466,1.048482166,0.000516364,3000,-0.462757586,0.281080589,0.145849909,-3.172834244,1.927190706,0.929154348,0.282830403,2.069406997,0.146608488,3.992205506,5.161632635,2.344927416,0.036723683,1,elliptical,1.79E-08,8.92E-09,9.28E-15,0.186065874,25.91219872,23.63330877,3.31E-10,3.670409063,0.294222723,2.991850455,3.992205404,1.420481257,0.52867961
1109,62.16465472,301.7727378,363.9373925,0.205998246,1,3.149307783,1.416996321,0.131814424,1.08299735,8.01E-06,3000,-5904.987673,230.0279869,51.54622315,-114.5571356,4.462557542,0.982624958,0.054719356,1.588453616,0.027599449,3.149307783,0.659368712,2.250707277,0.008763656,1,elliptical,1.23E-12,5.10E-11,3.58E-15,0.079239084,112.7501691,112.6198521,6.39E-15,3.145832343,0.003108821,3.138882109,3.149307782,0.868506133,1.418563171
1110,0.082907029,60.52907723,60.61198426,0.001369706,1,2.716872081,6.336474079,1.341538087,6.041491542,0.019173583,3000,-0.184962708,1.425324525,0.082793626,-2.234021097,17.21538952,0.79972444,4.889621084,13.56566962,2.716872081,24.41446717,40.32389467,70.1032151,0.111281236,1,elliptical,0.001273512,7.49E-08,2.49E-15,0.731851528,1.92163323,1.291473497,2.79E-05,17.59021289,6.320974008,2.716886404,24.44753105,2.81667867,1.296453585
1111,0.114817991,18.02078048,18.13559847,0.006371422,1,17.04061705,1.447588294,1.403207104,2.409927643,0.1,3000,-0.001882641,2.814375407,0.114091069,-0.016501213,24.66779775,0.968990177,33.55280758,549.5232022,17.04061705,1082.005787,19006.09841,1150.617419,0.0157491,1,elliptical,0.000311131,1.04E-07,6.63E-15,2.05931487,62.34437391,6.296705526,1.21E-06,100.7004964,45.49799448,17.04091963,171.7543449,0.712402161,0.353765437
1112,1.032876824,125.3172007,126.3500775,0.008242099,1,4.921311979,7.165366287,1.414135707,0.343295648,0.032375191,3000,-0.002895809,36.12459598,1.024433343,-0.002826742,35.26300294,0.999779798,9.841540275,22349.06518,4.921311979,44693.20904,1867588.346,1922859.558,0.000110113,1,elliptical,1.359881852,0.000209939,2.36E-15,2.449653867,9047.22981,1844.804164,1.53E-05,100.5571927,45.46127068,4.92404544,170.3021527,3.58329683,0.586147963
1113,3.204682365,7.131072728,10.33575509,0.449396954,1,7.470608429,0.813257546,0.691408928,1.874461197,0.037268713,3000,-2.327851789,13.4332693,2.211045328,-1.052828614,6.07552868,0.521953694,3.571296766,4.908564866,2.346521304,7.470608429,21.25399456,3.346398909,0.314100428,1,elliptical,0.0003957,6.66E-08,3.44E-15,1.679555812,1.515757817,0.96361487,5.70E-05,5.64581422,1.671733269,2.346946698,7.470607065,0.887956869,1.219806542
1114,5.408360119,684.9333747,690.3417348,0.007896184,1,2.620342415,38.7015587,2.384379696,5.367352773,0.005381257,3000,2604.922407,544.1721405,5.365989279,485.4505426,101.4113358,4.685266536,14.89734504,,2.620342415,,,,,3,hyperbolic,0.000303945,2.15E-08,2.78E-13,1.784899215,,,2.13E-05,254.3537083,145.7530716,2.627154521,506.4592531,31.89819384,1.146322281
1115,5.061249805,668.0287429,673.0899927,0.007576395,1,1.433937622,19.06469351,0.8799508,2.76458628,0.001107755,3000,-1445.014155,137.3219227,5.023192116,-287.6685028,27.33758126,0.225686589,1.11031713,1.169905614,0.905873606,1.433937622,0.306456995,4.630316917,0.631738503,1,elliptical,0.000162883,-1.00E-06,2.90E-15,1.460867638,0.11783835,0.073460735,0.000109308,1.196819915,0.183820502,0.906127109,1.433937428,5.555080361,23.42120943
1116,0.874167535,10.96360208,11.83776962,0.079733607,1,15.09972849,1.233108299,1.392678426,6.136600899,0.1,3000,-0.019183248,15.07469082,0.809614084,-0.023694311,18.61960051,0.939553197,29.28672667,249.8019373,15.09972849,484.5041461,7210.055865,422.7852857,0.031165324,1,elliptical,0.000146402,5.24E-08,6.72E-15,2.21093216,2.696365458,1.367263423,1.16E-06,84.64898362,37.66595107,15.0999724,142.8952323,0.597344601,0.312823431
1117,0.167490195,14.00084834,14.16833854,0.01196286,1,1.02645067,3.798014986,1.022271499,6.164959461,0.009209295,3000,-1.090840591,0.645237459,0.16551022,-6.590774834,3.898475028,0.045039017,1.072681,1.07486137,1.02645067,1.12327207,1.860154803,6.732888567,0.913804142,1,elliptical,4.44E-05,4.32E-08,3.27E-15,2.115076683,0.006918936,0.00392715,0.00017145,1.076681958,0.034314891,1.026450673,1.123847648,0.164690021,3.624514503
1118,0.135434454,10.73546054,10.870895,0.012615617,1,2.16952995,1.773802118,0.792419845,5.321432441,0.010002207,3000,-0.459759504,0.514701413,0.133747152,-3.437527441,3.84831682,0.372070788,1.362311231,1.581208468,0.992886987,2.16952995,3.789055051,3.90944485,0.45765074,1,elliptical,0.000255302,-6.75E-08,4.10E-15,0.939889575,1.078896128,0.694231713,7.98E-05,1.685979623,0.400539681,0.993101407,2.169529623,1.050986468,2.44021459
1119,1.718883252,126.7859315,128.5048148,0.013557366,1,1.547340101,19.00772119,2.08575476,6.268679355,0.005659756,3000,165.5154138,49.8785569,1.695891432,97.59788314,29.41140923,3.35037292,6.731506475,,1.547340101,,,,,3,hyperbolic,0.000350081,4.78E-08,9.70E-14,1.835308794,,,1.85E-05,120.9742003,68.97190007,1.550217757,240.1544724,14.64053969,0.664546572
1120,0.969493452,74.67276117,75.64225463,0.012983228,1,15.07924495,2.253652668,1.006223716,5.159700304,0.1,3000,-2.370503972,32.52439338,0.957067625,-2.476840622,33.98338061,0.012486166,15.26752691,15.26990755,15.07924495,15.46057015,43.10744149,6.402728492,0.975335631,1,elliptical,2.67E-06,1.51E-10,2.84E-15,1.842792494,0.013578852,0.008604774,3.74E-05,15.27305822,0.135006205,15.07924509,15.46223457,0.027915213,2.225227999
1121,53.89682736,116.8674191,170.7642464,0.461179239,1,2.451151412,5.119839928,0.613398881,4.421516049,0.001091915,3000,-2086.284318,462.898987,36.88584256,-56.56057102,12.54950287,0.623741812,0.922265787,1.509569682,0.567987953,2.451151412,0.891787012,3.036717604,0.231722916,1,elliptical,0.000552927,-3.74E-06,5.28E-15,2.021049859,2.459009935,1.62547458,4.83E-05,1.768840794,0.607639147,0.568083692,2.451151202,8.487540194,8.535961171
1122,469.2919607,522.2383643,991.530325,0.898616404,1,4.644433156,20.55840023,1.407027787,3.605690411,0.010595582,3000,-534.8882094,23600.86492,247.1757643,-2.163999415,95.48211567,0.979727195,9.194710623,229.0967175,4.644433156,453.5490017,691.9188585,2176.752706,0.010240201,1,elliptical,0.014551484,7.05E-06,3.55E-15,2.445786297,30.97056483,18.32993197,1.54E-05,89.68774517,39.36790937,4.646961117,148.5186948,10.17688758,1.732580544
1123,0.565051737,360.1926448,360.7576965,0.001568749,1,2.628838898,15.33703311,1.309228765,5.633267321,0.007480264,3000,-11.06811557,22.74640546,0.564166701,-19.61851976,40.3185892,0.714079958,4.506040067,9.194314885,2.628838898,15.75979087,9.222552278,41.09726966,0.166806712,1,elliptical,0.000825672,3.04E-08,5.15E-15,0.645237317,2.488723763,1.634019311,3.69E-05,11.43255504,4.004085374,2.628909039,15.7746817,6.391888504,4.431406337
1124,3.750214309,212.9435734,216.6937877,0.017611305,1,3.346794551,5.576705862,0.693057128,5.082672721,0.002463664,3000,-181.3056694,68.78297489,3.685311169,-49.19684149,18.66408879,0.519671817,1.607559747,2.202314022,1.057833493,3.346794551,1.395004164,3.35393896,0.316073627,1,elliptical,0.000392933,1.16E-06,6.82E-15,1.732170773,1.91876291,1.284287221,5.70E-05,2.530480059,0.744657558,1.058025802,3.346794288,6.033514459,8.345193878
1125,72.18114056,211.2300842,283.4112247,0.341718088,1,2.607238429,1.872928107,0.179639963,4.661427741,1.75E-05,3000,-5753.527072,262.7025699,53.79754599,-106.9477606,4.883170135,0.967729484,0.084136931,1.324998406,0.042758383,2.607238429,0.569238648,2.276311953,0.016399874,1,elliptical,5.50E-11,1.03E-09,1.73E-15,0.330935719,58.90752541,58.50947155,5.31E-13,2.588602025,0.016696197,2.551198031,2.607238423,2.149359739,1.886490891
1126,0.099934137,68.23961045,68.33954459,0.001464459,1,17.09952093,1.981109028,0.990978674,5.666778505,0.1,3000,-0.202986765,3.380419878,0.099788002,-2.034180073,33.87601529,0.017961268,16.79239185,16.79781095,16.49610096,17.09952093,52.32664158,6.117626908,0.964711294,1,elliptical,2.59E-06,-7.56E-10,3.81E-15,1.985499248,0.034858321,0.022428041,2.55E-05,16.79272149,0.213057276,16.4972713,17.09952077,0.036165112,2.017628084
1127,15.44842664,459.4748372,474.9232639,0.033621921,1,8.189827862,7.626800965,1.00153949,5.572752891,0.035849176,3000,-432.0171018,933.5546148,14.94591623,-28.90536085,62.46218704,0.00308135,8.215063584,8.215141584,8.189827862,8.240455307,6.78876422,6.312338603,0.993856232,1,elliptical,3.69E-06,8.59E-10,3.04E-15,1.984094187,0.002618465,0.001476579,0.000193765,8.217698244,0.019459174,8.189827892,8.245004184,0.025540685,7.600977238
1128,0.017375934,17.06916694,17.08654287,0.001017972,1,4.431082326,2.777430691,1.414396065,5.964201386,0.075217063,3000,1.73E-05,0.213628569,0.017358264,0.000995305,12.30702405,1.000516228,8.864452102,,4.431082326,,,,,2,parabolic,0.580388566,3.85E-05,1.59E-14,2.350142735,,,1.53E-05,90.7183639,41.05303434,4.433545308,153.7513853,1.389464934,0.22696589
1129,0.06888219,55.63407812,55.70296031,0.001238129,1,15.50299715,2.445131271,1.289944056,2.055585925,0.1,3000,-0.041533522,2.607878863,0.068797011,-0.603711139,37.90686314,0.663955667,25.79629997,46.13378542,15.50299715,76.76457368,263.7967053,32.25410566,0.2019551,1,elliptical,9.00E-05,-1.23E-08,3.41E-15,2.072901516,3.696759203,2.396376942,6.43E-06,53.03992507,20.24596501,15.50306972,76.77287737,0.97571774,0.897605697
1130,0.049937254,32.14342398,32.19336123,0.001553576,1,3.168816137,6.932457024,2.174966365,1.992592927,0.033139133,3000,0.691557901,1.095304059,0.049859793,13.87005161,21.96768168,3.730478687,14.9900172,,3.168816137,,,,,3,hyperbolic,0.000332352,6.29E-09,4.85E-13,1.905691143,,,1.93E-05,266.12928,152.0295153,3.175377167,528.9351284,5.467707103,0.229597664
1131,2.017841246,434.0609762,436.0788175,0.004648751,1,4.866810837,7.244170352,0.765294147,0.255149772,0.00456693,3000,-127.2660173,70.81183805,2.00850421,-63.36358003,35.25600677,0.414324868,2.85037008,3.441084115,2.015357394,4.866810837,1.920614954,3.735563317,0.414102266,1,elliptical,0.000288069,2.59E-07,5.62E-15,1.054978689,1.406982062,0.928750105,7.23E-05,3.756117518,0.965202646,2.015767995,4.86681023,5.124607992,10.19121436
1132,67.92078607,318.2653164,386.1861025,0.213409324,1,1.531972472,29.75381561,1.874001039,3.462253303,0.003216302,3000,10666.65753,2551.461411,55.97516413,190.5605405,45.58202643,2.511879896,5.380103324,,1.531972472,,,,,3,hyperbolic,0.00042061,1.68E-07,1.49E-13,1.750137558,,,1.68E-05,97.43357301,55.11286831,1.534109069,192.4969948,21.28487504,1.210655854
1133,80.74066183,880.8109354,961.5515972,0.09166628,1,16.47122777,7.633019841,0.999017465,0.913262901,0.071436868,3000,-2163.073103,9298.754317,73.96093779,-29.2461557,125.7252084,0.001964104,16.43887657,16.43893999,16.40665221,16.47122777,13.50530158,6.264719409,0.996079493,1,elliptical,1.86E-06,-1.88E-10,1.96E-15,2.063576293,0.003583349,0.002096278,0.000194149,16.44327625,0.019582598,16.41569333,16.47122776,0.012921983,7.646005868
1134,4.37834989,344.9350134,349.3133632,0.01269326,1,6.651391728,10.25168379,1.414633261,3.215119571,0.030594259,3000,0.134788311,294.8086847,4.323470948,0.031175949,68.18796478,1.001187263,13.31068041,,6.651391728,,,,,2,parabolic,0.252481935,4.12E-05,6.94E-15,2.398965794,,,1.53E-05,136.4182796,61.78799339,6.655091331,231.357101,5.130328485,0.836955749
1135,8.689595532,13.58167945,22.27127498,0.639802726,1,3.33008912,2.890283028,1.117624107,2.94048653,0.042922992,3000,-13.30634411,51.00399414,5.299171294,-2.511023587,9.624900066,0.249083644,4.159559853,4.434700474,3.33008912,5.539311829,12.43379683,9.655894731,0.601173796,1,elliptical,0.000176732,-2.38E-08,2.37E-15,1.614455789,0.661170813,0.422389042,0.000103687,4.561822923,0.767923621,3.330089126,5.541763627,0.576998548,2.175241152
1136,297.5291807,548.3627562,845.8919368,0.542577295,1,18.44075587,8.076472416,1.192486938,6.263830409,0.090758933,3000,-2556.806039,28726.52307,192.8779723,-13.25608108,148.9362561,0.422025097,26.22321766,31.9058073,18.44075587,45.37085874,38.93382143,14.29935334,0.406444938,1,elliptical,0.000297056,6.07E-09,2.53E-15,3.183206137,0.020902827,0.011757093,7.11E-05,34.78490281,9.080531548,18.44075602,45.39339467,2.398486928,4.661603927
1137,0.592066954,502.2919155,502.8839825,0.001178731,1,12.17824455,7.462473294,1.161291464,3.124540241,0.0631716,3000,-7.953558904,53.74359174,0.591369888,-13.44938095,90.87982469,0.348597864,16.42355458,18.69543232,12.17824455,25.2126201,22.64901062,11.95105103,0.483021776,1,elliptical,0.000239067,-1.60E-08,3.04E-15,1.511392289,1.071220042,0.69036074,8.39E-05,19.76073161,4.459977858,12.17824706,25.22427548,1.930496311,4.8782362
1138,0.06789807,54.53884918,54.60674725,0.001244949,1,3.559284971,1.105490549,0.282236554,2.565765081,0.000255901,3000,-0.998962858,0.266830141,0.067813645,-14.73100073,3.934755897,0.920342528,0.283523644,1.853463598,0.147642225,3.559284971,2.145521179,2.361086068,0.041480867,1,elliptical,7.42E-08,6.14E-08,2.91E-15,1.894690926,15.68606284,9.651712202,1.38E-09,3.139564478,0.388385772,2.226737751,3.559284841,4.057332559,1.275045306
1139,1.31132576,146.0145939,147.3259197,0.008980786,1,12.0277014,3.763399103,1.075305867,0.699853267,0.1,3000,-6.715698255,58.82888422,1.299653847,-5.167297638,45.26504064,0.156282708,13.90742314,14.25560612,12.0277014,16.48351085,27.86241901,8.107453065,0.729680801,1,elliptical,9.35E-05,1.23E-08,1.93E-15,2.089325315,0.129958934,0.082435174,9.74E-05,14.46603539,1.564694578,12.02770145,16.48921082,0.509343254,3.167173796
1140,4.952347783,108.9365143,113.8888621,0.045460861,1,6.849337339,4.419041544,1.083706643,2.685590149,0.055990063,3000,-32.51360876,143.3771679,4.736999696,-6.86375572,30.26750625,0.174420089,8.043999365,8.296395353,6.849337339,9.743453366,14.0693295,8.376087263,0.702968145,1,elliptical,0.000133542,1.55E-08,2.78E-15,2.402914512,0.41283119,0.26329971,0.000121928,8.433277287,1.013495399,6.849337341,9.747831213,0.657337679,3.643360134
1141,1.095080311,83.24435705,84.33943736,0.01315501,1,7.356251152,4.002806219,1.182163348,2.732065464,0.072418282,3000,-3.733051168,31.82666908,1.080861567,-3.453773621,29.44564786,0.397510181,10.28043588,12.2097518,7.356251152,17.06325244,29.18937339,13.43554536,0.431116587,1,elliptical,0.000276087,-4.82E-09,2.12E-15,1.327956532,1.300402085,0.844769947,7.56E-05,13.15056828,3.290890685,7.356263766,17.07149778,1.139356945,2.415933329
1142,0.194868471,29.42221886,29.61708733,0.006623174,1,1.145295188,6.712677614,1.320028583,3.392409938,0.007507299,3000,-0.644596865,1.488291086,0.193586316,-3.32976462,7.687997373,0.74247546,1.99564876,4.447324468,1.145295188,7.749353747,10.82821622,48.07861382,0.147792348,1,elliptical,0.000941136,-8.56E-07,5.52E-15,3.381684262,5.76019448,3.909201914,3.66E-05,5.544648984,2.072369222,1.145335068,7.757488587,2.861392461,1.816786507
1143,0.289907876,74.79954374,75.08945162,0.003875797,1,13.28676218,4.394477892,1.84853381,0.356765759,0.1,3000,1.156387347,16.8618987,0.28878859,4.004269514,58.38838265,2.417077248,45.40189273,,13.28676218,,,,,3,hyperbolic,0.000124955,3.70E-09,9.46E-14,2.019396109,,,6.67E-06,448.824215,251.1079059,13.2919018,880.8521208,3.108586499,0.299379091
1144,7.695614181,508.9946576,516.6902718,0.015119244,1,1.423506725,20.42517503,1.072087929,1.671009993,0.002490594,3000,-1170.324769,220.4202728,7.580995267,-154.3761377,29.07537401,0.149372527,1.636139522,1.673478426,1.423506725,1.923450127,0.598404572,8.00886108,0.740079872,1,elliptical,0.000118579,-1.73E-08,4.13E-15,1.290107484,0.263510889,0.166978433,0.000130609,1.692433907,0.175981279,1.423507318,1.924326884,2.659375026,17.37166998
1145,4.125612072,199.9873822,204.1129943,0.020629362,1,2.723019622,19.98598291,2.308423944,1.513779439,0.01048382,3000,504.3135935,219.9867956,4.042223579,124.7614298,54.42222363,4.328821104,14.51048443,,2.723019622,,,,,3,hyperbolic,0.000312695,1.37E-08,6.15E-14,1.88238151,,,2.05E-05,251.5981376,144.0390512,2.729560777,500.6956737,16.23751155,0.615122011
1146,8.764940631,53.37171791,62.13665854,0.164224443,1,3.740376454,2.14681752,0.526718825,0.577218559,0.001977197,3000,-107.7186852,60.45367556,7.528566064,-14.30799495,8.029905701,0.722567279,1.037702816,2.171396438,0.602416422,3.740376454,2.550437013,2.779172977,0.161057698,1,elliptical,0.00081574,1.99E-06,2.23E-15,1.944411187,5.13831426,3.66839646,3.32E-05,2.823882396,0.919260385,0.602511169,3.740376415,5.591442686,3.519987528
1147,18.06576119,64.28817982,82.35394101,0.281012174,1,15.31245857,3.280141163,1.414401812,4.943476212,0.1,3000,0.02019394,708.3378826,14.10272405,0.001431918,50.22702567,1.000532486,30.63307082,,15.31245857,,,,,2,parabolic,0.116121207,1.36E-05,2.89E-15,1.837689095,,,4.76E-06,180.163195,82.53928698,15.31421567,307.735965,1.640601328,0.445094272
1148,9.571271873,111.4606477,121.0319195,0.08587131,1,2.368513418,7.994598257,1.118367682,5.100984175,0.011044411,3000,-168.7385381,166.9028634,8.814370342,-19.14357254,18.93531324,0.250746272,2.962409328,3.161163342,2.368513418,3.953813267,3.209965121,9.688052866,0.599045341,1,elliptical,0.000177702,-1.16E-07,1.19E-15,1.463750508,0.391886287,0.246939013,0.000103399,3.251568613,0.551252259,2.368513483,3.955564772,1.604500662,6.00646745
1149,166.3211811,472.8783037,639.1994848,0.351720897,1,3.566728214,1.021151898,0.076279379,5.711416714,1.40E-06,3000,-21986.77892,448.1474181,123.0440259,-178.6903407,3.642171285,0.994181456,0.020753164,1.788567536,0.010406858,3.566728214,0.594455947,2.231171008,0.00291776,1,elliptical,3.14E-15,9.11E-13,2.28E-15,0.007426365,341.6424983,341.6285749,4.44E-16,3.566581335,0.00013135,3.566287789,3.566728214,0.209777519,1.021193952
1150,2.349513172,47.27927276,49.62878593,0.049694359,1,2.865743944,4.141067703,0.995094205,5.919186143,0.022290283,3000,-19.57092234,26.56224235,2.238283126,-8.743720627,11.86723969,0.009787524,2.837695406,2.837967271,2.810190598,2.865743944,4.264067949,6.192055886,0.980614686,1,elliptical,1.03E-05,-4.37E-09,2.68E-15,2.015098678,0.019445016,0.012248469,0.000190944,2.838590871,0.019143097,2.811692124,2.86574389,0.03983603,4.180869997
1151,2.712579916,33.79867727,36.51125719,0.080256984,1,1.011642408,5.815973974,0.968105248,4.571375781,0.004648505,3000,-48.15766499,14.77423288,2.511050569,-19.17829357,5.883685919,0.062772229,0.948139359,0.951890142,0.892137876,1.011642408,0.965709978,5.734817105,0.881870776,1,elliptical,5.87E-05,5.21E-08,1.20E-15,2.266229747,0.088072391,0.055708572,0.000163295,0.95417846,0.041980999,0.892530475,1.0116424,0.388353344,6.178241568
1152,0.345825953,241.1086086,241.4544346,0.001434316,1,1.319810435,17.39212379,1.285851464,0.553976554,0.003252584,3000,-10.94812577,7.926825325,0.345330639,-31.70331421,22.95430645,0.653413987,2.182193033,3.808031441,1.319810435,6.296252447,3.004782654,30.79380251,0.209618411,1,elliptical,0.000642408,-7.78E-07,5.38E-15,1.352708659,1.50949318,0.967155819,4.46E-05,4.524800761,1.575189587,1.319810448,6.301167525,6.8761482,6.188512075
1153,0.285055095,71.36425527,71.64931036,0.003994368,1,13.69719112,4.990353147,2.18193109,1.266413243,0.1,3000,2.050154745,19.40708583,0.28392101,7.220863107,68.3538208,3.76082328,65.20990634,,13.69719112,,,,,3,hyperbolic,8.31E-05,1.38E-09,9.70E-15,2.039778127,,,7.04E-06,585.2285334,332.3630002,13.70437065,1159.242099,3.94227392,0.288550473
1154,2.554494372,333.6849994,336.2394937,0.007655407,1,4.53846738,15.72158117,1.826528571,1.401082982,0.017575926,3000,125.4804419,180.8832495,2.535087248,49.49748456,71.35188332,2.336206622,15.14126493,,4.53846738,,,,,3,hyperbolic,0.000446628,3.67E-08,5.77E-14,1.914033892,,,1.65E-05,272.835168,153.8832776,4.544354705,538.0795384,11.01098304,0.665912653
1155,91.29351377,760.3714798,851.6649935,0.120064358,1,12.6319523,13.75217543,1.674835833,3.396687285,0.051280242,3000,2212.084159,14159.20357,81.50738222,27.13967862,173.716824,1.805075067,35.43357444,,12.6319523,,,,,3,hyperbolic,0.0005944,2.50E-08,1.36E-13,2.069091588,,,1.56E-05,608.2876424,337.7743944,12.64461547,1188.039625,8.851265163,0.678492973
1156,8.201444387,258.3369108,266.5383552,0.031747087,1,1.698578733,16.36559341,1.306455861,2.591373423,0.004519885,3000,-182.8458982,220.970619,7.949084121,-23.00213401,27.79824891,0.706826917,2.899179902,5.793774505,1.698578733,9.888970277,5.367133454,39.58163482,0.171764975,1,elliptical,0.000799767,3.14E-07,5.02E-15,0.658203928,4.764196134,3.293200994,3.70E-05,7.273789191,2.510977194,1.698604191,9.898083095,6.779992697,4.773364447
1157,9.135600188,21.51518411,30.6507843,0.42461176,1,3.117506554,5.102239706,1.627210544,1.703602242,0.03314126,3000,20.42185624,102.0020249,6.412694634,3.18459827,15.90626572,1.647814156,8.254577985,,3.117506554,,,,,3,hyperbolic,0.000684719,5.11E-08,7.80E-14,1.868759331,,,1.54E-05,137.2747787,75.56440142,3.120359658,266.6286141,3.175916411,0.266996367
1158,4.632869286,401.1957484,405.8286177,0.011547653,1,4.255167254,21.09053116,2.159605877,1.400018242,0.01452387,3000,581.8047403,411.0246354,4.579981251,127.0321227,89.74373755,3.663897543,19.8456641,,4.255167254,,,,,3,hyperbolic,0.000335113,1.50E-08,2.85E-14,1.930596769,,,1.91E-05,353.1624929,201.6871124,4.263820499,701.7877632,16.57067739,0.704816393
1159,3.765619361,361.0444484,364.8100677,0.010429794,1,16.96588929,7.232868218,1.559787585,0.192332132,0.1,3000,17.34664451,457.3171155,3.726750124,4.654630425,122.7120414,1.432937309,41.27694502,,16.96588929,,,,,3,hyperbolic,0.000614485,2.34E-08,3.26E-14,2.13369969,,,1.14E-05,533.867279,286.5630793,16.97496856,1020.085414,4.260602795,0.485331735
1160,16.97554543,133.5374722,150.5130177,0.127121962,1,2.119073833,4.806285805,0.570289802,3.481331375,0.000717241,3000,-895.7892742,153.3940473,15.0609659,-59.4775448,10.18487448,0.674769542,0.689187353,1.265292794,0.411511755,2.119073833,0.728919198,2.898993805,0.194194156,1,elliptical,0.000668653,-8.13E-07,4.82E-15,0.397676538,1.086031486,0.689743189,4.11E-05,1.544221207,0.529955047,0.411581072,2.119073384,9.971982457,8.101755336
1161,94.38976318,113.8939711,208.2837343,0.828751182,1,3.916293969,8.303451985,1.13859335,4.0728615,0.017900452,3000,-965.7159035,1678.433887,51.61432792,-18.71022916,32.51875893,0.296394816,5.077063198,5.566039103,3.916293969,7.215784237,5.717044467,10.64599658,0.542739894,1,elliptical,0.000205037,-4.32E-08,4.33E-15,1.408002359,0.767246801,0.490104558,9.35E-05,5.797577799,1.139065206,3.916295653,7.219018905,1.900186798,5.855038654
1162,15.36467444,16.70748952,32.07216396,0.919627956,1,1.85832268,6.541376493,1.574583071,4.965445947,0.014910641,3000,33.1056105,97.29635475,8.003985558,4.136140709,12.15598829,1.479311848,4.607361437,,1.85832268,,,,,3,hyperbolic,0.000847195,1.64E-07,6.03E-14,1.864054719,,,1.52E-05,72.80142189,39.50998007,1.859849583,140.1179044,3.903814689,0.368815348
1163,1.459903148,404.7051361,406.1650393,0.003607325,1,18.12590938,6.694044419,1.41412312,4.310187565,0.1,3000,-0.004169058,176.5015878,1.454655731,-0.00286601,121.3356425,0.999744197,36.2471821,70858.96405,18.12590938,141699.8022,5880588.591,1535756.492,0.000127918,1,elliptical,0.718436811,4.68E-05,1.06E-14,2.747326742,28.07760543,16.12604194,1.07E-05,312.4125992,141.8026171,18.132089,530.2692128,3.347195513,0.641355071
